text_input,output
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005']
""Player"": ['Steve Ralston Category:Articles with hCards', 'Mike Duhaney Category:Articles with hCards', 'Ben Olsen Category:Articles with hCards', 'Jay Heaps Category:Articles with hCards', 'Carlos Bocanegra Category:Articles with hCards', 'Rodrigo Faria Category:Articles with hCards', 'Kyle Martino Category:Articles with hCards', 'Damani Ralph Category:Articles with hCards', 'Clint Dempsey Category:Articles with hCards', 'Michael Parkhurst Category:Articles with hCards']
""Position"": ['Midfielder', 'Defender', 'Midfielder', 'Defender', 'Defender', 'Forward', 'Midfielder', 'Forward', 'Midfielder', 'Defender']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'Brazil', 'United States', 'Jamaica', 'United States', 'United States']
""Team"": ['Tampa Bay Mutiny', 'Tampa Bay Mutiny', 'D.C. United', 'Miami Fusion', 'Chicago Fire', 'MetroStars', 'Columbus Crew', 'Chicago Fire', 'New England Revolution', 'New England Revolution']
""Draft Pick #"": ['18', '87', 'N/A', '2', '4', '13', '8', '18', '8', '9']
""Draft Class"": ['1996 MLS College Draft', '1996 MLS Inaugural Player Draft', 'Project-40', '1999 MLS College Draft', '2000 MLS SuperDraft', '2001 MLS SuperDraft', '2002 MLS SuperDraft', '2003 MLS SuperDraft', '2004 MLS SuperDraft', '2005 MLS SuperDraft']
""College"": ['Florida International', 'UNLV', 'Virginia', 'Duke', 'UCLA', 'Concordia College', 'Virginia', 'Connecticut', 'Furman', 'Wake Forest']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What college did the Rookie of the Year from the Columbus Crew attend?
    SQL: ","SELECT ""College"" FROM ""table"" WHERE ""Team"" ILIKE 'Columbus Crew'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005']
""Player"": ['Steve Ralston Category:Articles with hCards', 'Mike Duhaney Category:Articles with hCards', 'Ben Olsen Category:Articles with hCards', 'Jay Heaps Category:Articles with hCards', 'Carlos Bocanegra Category:Articles with hCards', 'Rodrigo Faria Category:Articles with hCards', 'Kyle Martino Category:Articles with hCards', 'Damani Ralph Category:Articles with hCards', 'Clint Dempsey Category:Articles with hCards', 'Michael Parkhurst Category:Articles with hCards']
""Position"": ['Midfielder', 'Defender', 'Midfielder', 'Defender', 'Defender', 'Forward', 'Midfielder', 'Forward', 'Midfielder', 'Defender']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'Brazil', 'United States', 'Jamaica', 'United States', 'United States']
""Team"": ['Tampa Bay Mutiny', 'Tampa Bay Mutiny', 'D.C. United', 'Miami Fusion', 'Chicago Fire', 'MetroStars', 'Columbus Crew', 'Chicago Fire', 'New England Revolution', 'New England Revolution']
""Draft Pick #"": ['18', '87', 'N/A', '2', '4', '13', '8', '18', '8', '9']
""Draft Class"": ['1996 MLS College Draft', '1996 MLS Inaugural Player Draft', 'Project-40', '1999 MLS College Draft', '2000 MLS SuperDraft', '2001 MLS SuperDraft', '2002 MLS SuperDraft', '2003 MLS SuperDraft', '2004 MLS SuperDraft', '2005 MLS SuperDraft']
""College"": ['Florida International', 'UNLV', 'Virginia', 'Duke', 'UCLA', 'Concordia College', 'Virginia', 'Connecticut', 'Furman', 'Wake Forest']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many teams had a #1 draft pick that won the Rookie of the Year Award?
    SQL: ","SELECT COUNT(""Team"") FROM ""table"" WHERE ""Draft Pick #"" ILIKE '1'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1996', '1997', '1998', '1999', '2000', '2001', '2002', '2003', '2004', '2005']
""Player"": ['Steve Ralston Category:Articles with hCards', 'Mike Duhaney Category:Articles with hCards', 'Ben Olsen Category:Articles with hCards', 'Jay Heaps Category:Articles with hCards', 'Carlos Bocanegra Category:Articles with hCards', 'Rodrigo Faria Category:Articles with hCards', 'Kyle Martino Category:Articles with hCards', 'Damani Ralph Category:Articles with hCards', 'Clint Dempsey Category:Articles with hCards', 'Michael Parkhurst Category:Articles with hCards']
""Position"": ['Midfielder', 'Defender', 'Midfielder', 'Defender', 'Defender', 'Forward', 'Midfielder', 'Forward', 'Midfielder', 'Defender']
""Nationality"": ['United States', 'United States', 'United States', 'United States', 'United States', 'Brazil', 'United States', 'Jamaica', 'United States', 'United States']
""Team"": ['Tampa Bay Mutiny', 'Tampa Bay Mutiny', 'D.C. United', 'Miami Fusion', 'Chicago Fire', 'MetroStars', 'Columbus Crew', 'Chicago Fire', 'New England Revolution', 'New England Revolution']
""Draft Pick #"": ['18', '87', 'N/A', '2', '4', '13', '8', '18', '8', '9']
""Draft Class"": ['1996 MLS College Draft', '1996 MLS Inaugural Player Draft', 'Project-40', '1999 MLS College Draft', '2000 MLS SuperDraft', '2001 MLS SuperDraft', '2002 MLS SuperDraft', '2003 MLS SuperDraft', '2004 MLS SuperDraft', '2005 MLS SuperDraft']
""College"": ['Florida International', 'UNLV', 'Virginia', 'Duke', 'UCLA', 'Concordia College', 'Virginia', 'Connecticut', 'Furman', 'Wake Forest']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What position did the #10 draft pick play?
    SQL: ","SELECT ""Position"" FROM ""table"" WHERE ""Draft Pick #"" ILIKE '10'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Cho Soong-Jae (630)', 'Chung Hong (717)', 'Im Kyu-tae (492)', 'Jeong Suk-Young (793)', 'Kim Hyun-Joon (908)', 'Kim Young-Jun (474)', 'Lim Yong-Kyu (288)', 'Seol Jae-Min (none)', 'An Jae-Sung', 'Bae Nam-Ju']
""Years Played"": ['1 (2011)', '1 (2011)', '8 (2003–2005, 2007–2011)', '2 (2010–2011)', '2 (2010–2011)', '4 (2003–2004, 2010–2011)', '3 (2009–2011)', '2 (2010-2011)', '3 (2005, 2007–2008)', '2 (1988, 1990)']
""Total W-L"": ['2–0', '0–0', '6–9', '1–2', '3–4', '6–4', '7–6', '2–2', '4–3', '1–3']
""Singles W-L"": ['1–0', '0–0', '5–7', '1–2', '2–1', '6–3', '5–6', '0–0', '3–2', '0–2']
""Doubles W-L"": ['1–0', '0–0', '1–2', '0–0', '1–3', '0–1', '2–0', '2–2', '1–1', '1–1']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what's the years played with singles w-l of 3–2
    SQL: ","SELECT ""Years Played"" FROM ""table"" WHERE ""Singles W-L"" ILIKE '3–2'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Cho Soong-Jae (630)', 'Chung Hong (717)', 'Im Kyu-tae (492)', 'Jeong Suk-Young (793)', 'Kim Hyun-Joon (908)', 'Kim Young-Jun (474)', 'Lim Yong-Kyu (288)', 'Seol Jae-Min (none)', 'An Jae-Sung', 'Bae Nam-Ju']
""Years Played"": ['1 (2011)', '1 (2011)', '8 (2003–2005, 2007–2011)', '2 (2010–2011)', '2 (2010–2011)', '4 (2003–2004, 2010–2011)', '3 (2009–2011)', '2 (2010-2011)', '3 (2005, 2007–2008)', '2 (1988, 1990)']
""Total W-L"": ['2–0', '0–0', '6–9', '1–2', '3–4', '6–4', '7–6', '2–2', '4–3', '1–3']
""Singles W-L"": ['1–0', '0–0', '5–7', '1–2', '2–1', '6–3', '5–6', '0–0', '3–2', '0–2']
""Doubles W-L"": ['1–0', '0–0', '1–2', '0–0', '1–3', '0–1', '2–0', '2–2', '1–1', '1–1']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what's the doubles w-l for player seol jae-min (none)
    SQL: ","SELECT ""Doubles W-L"" FROM ""table"" WHERE ""Player"" ILIKE 'Seol Jae-Min (none)'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Cho Soong-Jae (630)', 'Chung Hong (717)', 'Im Kyu-tae (492)', 'Jeong Suk-Young (793)', 'Kim Hyun-Joon (908)', 'Kim Young-Jun (474)', 'Lim Yong-Kyu (288)', 'Seol Jae-Min (none)', 'An Jae-Sung', 'Bae Nam-Ju']
""Years Played"": ['1 (2011)', '1 (2011)', '8 (2003–2005, 2007–2011)', '2 (2010–2011)', '2 (2010–2011)', '4 (2003–2004, 2010–2011)', '3 (2009–2011)', '2 (2010-2011)', '3 (2005, 2007–2008)', '2 (1988, 1990)']
""Total W-L"": ['2–0', '0–0', '6–9', '1–2', '3–4', '6–4', '7–6', '2–2', '4–3', '1–3']
""Singles W-L"": ['1–0', '0–0', '5–7', '1–2', '2–1', '6–3', '5–6', '0–0', '3–2', '0–2']
""Doubles W-L"": ['1–0', '0–0', '1–2', '0–0', '1–3', '0–1', '2–0', '2–2', '1–1', '1–1']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what's the singles w-l for kim doo-hwan
    SQL: ","SELECT ""Singles W-L"" FROM ""table"" WHERE ""Player"" ILIKE 'Kim Doo-Hwan'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Cho Soong-Jae (630)', 'Chung Hong (717)', 'Im Kyu-tae (492)', 'Jeong Suk-Young (793)', 'Kim Hyun-Joon (908)', 'Kim Young-Jun (474)', 'Lim Yong-Kyu (288)', 'Seol Jae-Min (none)', 'An Jae-Sung', 'Bae Nam-Ju']
""Years Played"": ['1 (2011)', '1 (2011)', '8 (2003–2005, 2007–2011)', '2 (2010–2011)', '2 (2010–2011)', '4 (2003–2004, 2010–2011)', '3 (2009–2011)', '2 (2010-2011)', '3 (2005, 2007–2008)', '2 (1988, 1990)']
""Total W-L"": ['2–0', '0–0', '6–9', '1–2', '3–4', '6–4', '7–6', '2–2', '4–3', '1–3']
""Singles W-L"": ['1–0', '0–0', '5–7', '1–2', '2–1', '6–3', '5–6', '0–0', '3–2', '0–2']
""Doubles W-L"": ['1–0', '0–0', '1–2', '0–0', '1–3', '0–1', '2–0', '2–2', '1–1', '1–1']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what's the total number of singles w-l with doubles w-l of 0–0 and total w-l of 3–1
    SQL: ","SELECT COUNT(""Singles W-L"") FROM ""table"" WHERE ""Doubles W-L"" ILIKE '0–0' and ""Total W-L"" ILIKE '3–1'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Cho Soong-Jae (630)', 'Chung Hong (717)', 'Im Kyu-tae (492)', 'Jeong Suk-Young (793)', 'Kim Hyun-Joon (908)', 'Kim Young-Jun (474)', 'Lim Yong-Kyu (288)', 'Seol Jae-Min (none)', 'An Jae-Sung', 'Bae Nam-Ju']
""Years Played"": ['1 (2011)', '1 (2011)', '8 (2003–2005, 2007–2011)', '2 (2010–2011)', '2 (2010–2011)', '4 (2003–2004, 2010–2011)', '3 (2009–2011)', '2 (2010-2011)', '3 (2005, 2007–2008)', '2 (1988, 1990)']
""Total W-L"": ['2–0', '0–0', '6–9', '1–2', '3–4', '6–4', '7–6', '2–2', '4–3', '1–3']
""Singles W-L"": ['1–0', '0–0', '5–7', '1–2', '2–1', '6–3', '5–6', '0–0', '3–2', '0–2']
""Doubles W-L"": ['1–0', '0–0', '1–2', '0–0', '1–3', '0–1', '2–0', '2–2', '1–1', '1–1']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what's the doubles w-l with years played value of 1 (1968)
    SQL: ","SELECT ""Doubles W-L"" FROM ""table"" WHERE ""Years Played"" ILIKE '1 (1968)'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Player"": ['Cho Soong-Jae (630)', 'Chung Hong (717)', 'Im Kyu-tae (492)', 'Jeong Suk-Young (793)', 'Kim Hyun-Joon (908)', 'Kim Young-Jun (474)', 'Lim Yong-Kyu (288)', 'Seol Jae-Min (none)', 'An Jae-Sung', 'Bae Nam-Ju']
""Years Played"": ['1 (2011)', '1 (2011)', '8 (2003–2005, 2007–2011)', '2 (2010–2011)', '2 (2010–2011)', '4 (2003–2004, 2010–2011)', '3 (2009–2011)', '2 (2010-2011)', '3 (2005, 2007–2008)', '2 (1988, 1990)']
""Total W-L"": ['2–0', '0–0', '6–9', '1–2', '3–4', '6–4', '7–6', '2–2', '4–3', '1–3']
""Singles W-L"": ['1–0', '0–0', '5–7', '1–2', '2–1', '6–3', '5–6', '0–0', '3–2', '0–2']
""Doubles W-L"": ['1–0', '0–0', '1–2', '0–0', '1–3', '0–1', '2–0', '2–2', '1–1', '1–1']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: what years are played for player  im chung-yang
    SQL: ","SELECT ""Years Played"" FROM ""table"" WHERE ""Player"" ILIKE 'Im Chung-Yang'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Grande Dixence', 'Mauvoisin', 'Luzzone', 'Contra (Verzasca Dam)', 'Emosson', 'Zeuzier', 'Göscheneralp', 'Curnera', 'Zervreila', 'Moiry']
""Canton"": ['Valais', 'Valais', 'Ticino', 'Ticino', 'Valais', 'Valais', 'Uri', 'Graubünden', 'Graubünden', 'Valais']
""Height (meters)"": ['285', '250', '225', '220', '180', '156', '155', '153', '151', '148']
""Crest length (meters)"": ['695', '520', '600', '380', '555', '256', '540', '350', '504', '610']
""Type"": ['Gravity', 'Arch', 'Arch', 'Arch', 'Arch', 'Arch', 'Embankment', 'Arch', 'Arch', 'Arch']
""Year of construction"": ['1961', '1957', '1963', '1965', '1974', '1957', '1960', '1966', '1957', '1958']
""Name of the Lake"": ['Lac des Dix', 'Lac de Mauvoisin', 'Lago di Luzzone', 'Lago di Vogorno', ""Lac d'Emosson"", 'Lac de Tseuzier', 'Göscheneralpsee', 'Lai de Curnera', 'Zervreilasee', 'Lac de Moiry']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the name of the 375 crest length?
    SQL: ","SELECT ""Name"" FROM ""table"" WHERE ""Crest length (meters)"" ILIKE '375'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Grande Dixence', 'Mauvoisin', 'Luzzone', 'Contra (Verzasca Dam)', 'Emosson', 'Zeuzier', 'Göscheneralp', 'Curnera', 'Zervreila', 'Moiry']
""Canton"": ['Valais', 'Valais', 'Ticino', 'Ticino', 'Valais', 'Valais', 'Uri', 'Graubünden', 'Graubünden', 'Valais']
""Height (meters)"": ['285', '250', '225', '220', '180', '156', '155', '153', '151', '148']
""Crest length (meters)"": ['695', '520', '600', '380', '555', '256', '540', '350', '504', '610']
""Type"": ['Gravity', 'Arch', 'Arch', 'Arch', 'Arch', 'Arch', 'Embankment', 'Arch', 'Arch', 'Arch']
""Year of construction"": ['1961', '1957', '1963', '1965', '1974', '1957', '1960', '1966', '1957', '1958']
""Name of the Lake"": ['Lac des Dix', 'Lac de Mauvoisin', 'Lago di Luzzone', 'Lago di Vogorno', ""Lac d'Emosson"", 'Lac de Tseuzier', 'Göscheneralpsee', 'Lai de Curnera', 'Zervreilasee', 'Lac de Moiry']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is year of construction of spitallamm?
    SQL: ","SELECT MIN(""Year of construction"") FROM ""table"" WHERE ""Name"" ILIKE 'Spitallamm'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Grande Dixence', 'Mauvoisin', 'Luzzone', 'Contra (Verzasca Dam)', 'Emosson', 'Zeuzier', 'Göscheneralp', 'Curnera', 'Zervreila', 'Moiry']
""Canton"": ['Valais', 'Valais', 'Ticino', 'Ticino', 'Valais', 'Valais', 'Uri', 'Graubünden', 'Graubünden', 'Valais']
""Height (meters)"": ['285', '250', '225', '220', '180', '156', '155', '153', '151', '148']
""Crest length (meters)"": ['695', '520', '600', '380', '555', '256', '540', '350', '504', '610']
""Type"": ['Gravity', 'Arch', 'Arch', 'Arch', 'Arch', 'Arch', 'Embankment', 'Arch', 'Arch', 'Arch']
""Year of construction"": ['1961', '1957', '1963', '1965', '1974', '1957', '1960', '1966', '1957', '1958']
""Name of the Lake"": ['Lac des Dix', 'Lac de Mauvoisin', 'Lago di Luzzone', 'Lago di Vogorno', ""Lac d'Emosson"", 'Lac de Tseuzier', 'Göscheneralpsee', 'Lai de Curnera', 'Zervreilasee', 'Lac de Moiry']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the canton of grande dixence?
    SQL: ","SELECT ""Canton"" FROM ""table"" WHERE ""Name"" ILIKE 'Grande Dixence'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Grande Dixence', 'Mauvoisin', 'Luzzone', 'Contra (Verzasca Dam)', 'Emosson', 'Zeuzier', 'Göscheneralp', 'Curnera', 'Zervreila', 'Moiry']
""Canton"": ['Valais', 'Valais', 'Ticino', 'Ticino', 'Valais', 'Valais', 'Uri', 'Graubünden', 'Graubünden', 'Valais']
""Height (meters)"": ['285', '250', '225', '220', '180', '156', '155', '153', '151', '148']
""Crest length (meters)"": ['695', '520', '600', '380', '555', '256', '540', '350', '504', '610']
""Type"": ['Gravity', 'Arch', 'Arch', 'Arch', 'Arch', 'Arch', 'Embankment', 'Arch', 'Arch', 'Arch']
""Year of construction"": ['1961', '1957', '1963', '1965', '1974', '1957', '1960', '1966', '1957', '1958']
""Name of the Lake"": ['Lac des Dix', 'Lac de Mauvoisin', 'Lago di Luzzone', 'Lago di Vogorno', ""Lac d'Emosson"", 'Lac de Tseuzier', 'Göscheneralpsee', 'Lai de Curnera', 'Zervreilasee', 'Lac de Moiry']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the name where lago di luzzone is?
    SQL: ","SELECT ""Name"" FROM ""table"" WHERE ""Name of the Lake"" ILIKE 'Lago di Luzzone'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Kubera', 'Yama', 'Indra', 'Varuṇa', 'Īśāna', 'Agni', 'Vāyu', 'Nirṛti (sometimes Rakṣasa )', 'Brahmā']
""Direction"": ['North', 'South', 'East', 'West', 'Northeast', 'Southeast', 'Northwest', 'Southwest', 'Zenith']
""Mantra"": ['Oṃ Śaṃ Kuberāya Namaḥ', 'Oṃ Maṃ Yamāya Namaḥ', 'Oṃ Laṃ Indrāya Namaḥ', 'Oṃ Vaṃ Varuṇāya Namaḥ', 'Oṃ Haṃ Īśānāya Namaḥ', 'Oṃ Raṃ Agnaye Namaḥ', 'Oṃ Yaṃ Vāyuve Namaḥ', 'Oṃ Kṣaṃ Rakṣasāya Namaḥ', 'Oṃ Hriṃ Brahmaṇe Namaḥ']
""Weapon"": ['Gadā (mace)', 'Daṇḍa (staff)', 'Vajra (thunderbolt)', 'Pāśa (noose)', 'Triśūla (trident)', 'Śakti (Spear)', 'Aṅkuśa (goad)', 'Khaḍga (sword)', 'Padma (lotus)']
""Consort"": ['Kuberajāyā', 'Yami', 'Śacī', 'Nalani', 'Pārvatī', 'Svāhā', 'Bhāratī', 'Khaḍgī', 'Sarasvatī']
""Graha (Planet)"": ['Budha ( Mercury )', 'Maṅgala (Mars)', 'Sūrya (Sun)', 'Śani (Saturn)', 'Bṛhaspati (Jupiter)', 'Śukra (Venus)', 'Candra (Moon)', 'Rāhu (North Lunar Node )', 'Ketu (South Lunar Node )']
""Guardian Mātṛkā"": ['Kumārī', 'Varahi', 'Aindri', 'Varuṇī', 'Māheśvarī', 'Meṣavāhinī', 'Mṛgavāhinī', 'Khaḍgadhāriṇī', 'Brahmāni']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the  guardian mātṛkā for the guardian whose consort is Svāhā?
    SQL: ","SELECT ""Guardian Mātṛkā"" FROM ""table"" WHERE ""Consort"" ILIKE 'Svāhā'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Kubera', 'Yama', 'Indra', 'Varuṇa', 'Īśāna', 'Agni', 'Vāyu', 'Nirṛti (sometimes Rakṣasa )', 'Brahmā']
""Direction"": ['North', 'South', 'East', 'West', 'Northeast', 'Southeast', 'Northwest', 'Southwest', 'Zenith']
""Mantra"": ['Oṃ Śaṃ Kuberāya Namaḥ', 'Oṃ Maṃ Yamāya Namaḥ', 'Oṃ Laṃ Indrāya Namaḥ', 'Oṃ Vaṃ Varuṇāya Namaḥ', 'Oṃ Haṃ Īśānāya Namaḥ', 'Oṃ Raṃ Agnaye Namaḥ', 'Oṃ Yaṃ Vāyuve Namaḥ', 'Oṃ Kṣaṃ Rakṣasāya Namaḥ', 'Oṃ Hriṃ Brahmaṇe Namaḥ']
""Weapon"": ['Gadā (mace)', 'Daṇḍa (staff)', 'Vajra (thunderbolt)', 'Pāśa (noose)', 'Triśūla (trident)', 'Śakti (Spear)', 'Aṅkuśa (goad)', 'Khaḍga (sword)', 'Padma (lotus)']
""Consort"": ['Kuberajāyā', 'Yami', 'Śacī', 'Nalani', 'Pārvatī', 'Svāhā', 'Bhāratī', 'Khaḍgī', 'Sarasvatī']
""Graha (Planet)"": ['Budha ( Mercury )', 'Maṅgala (Mars)', 'Sūrya (Sun)', 'Śani (Saturn)', 'Bṛhaspati (Jupiter)', 'Śukra (Venus)', 'Candra (Moon)', 'Rāhu (North Lunar Node )', 'Ketu (South Lunar Node )']
""Guardian Mātṛkā"": ['Kumārī', 'Varahi', 'Aindri', 'Varuṇī', 'Māheśvarī', 'Meṣavāhinī', 'Mṛgavāhinī', 'Khaḍgadhāriṇī', 'Brahmāni']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: Where the mantra is ""oṃ yaṃ vāyuve namaḥ"", what is the direction of the guardian?
    SQL: ","SELECT ""Direction"" FROM ""table"" WHERE ""Mantra"" ILIKE 'Oṃ Yaṃ Vāyuve Namaḥ'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Kubera', 'Yama', 'Indra', 'Varuṇa', 'Īśāna', 'Agni', 'Vāyu', 'Nirṛti (sometimes Rakṣasa )', 'Brahmā']
""Direction"": ['North', 'South', 'East', 'West', 'Northeast', 'Southeast', 'Northwest', 'Southwest', 'Zenith']
""Mantra"": ['Oṃ Śaṃ Kuberāya Namaḥ', 'Oṃ Maṃ Yamāya Namaḥ', 'Oṃ Laṃ Indrāya Namaḥ', 'Oṃ Vaṃ Varuṇāya Namaḥ', 'Oṃ Haṃ Īśānāya Namaḥ', 'Oṃ Raṃ Agnaye Namaḥ', 'Oṃ Yaṃ Vāyuve Namaḥ', 'Oṃ Kṣaṃ Rakṣasāya Namaḥ', 'Oṃ Hriṃ Brahmaṇe Namaḥ']
""Weapon"": ['Gadā (mace)', 'Daṇḍa (staff)', 'Vajra (thunderbolt)', 'Pāśa (noose)', 'Triśūla (trident)', 'Śakti (Spear)', 'Aṅkuśa (goad)', 'Khaḍga (sword)', 'Padma (lotus)']
""Consort"": ['Kuberajāyā', 'Yami', 'Śacī', 'Nalani', 'Pārvatī', 'Svāhā', 'Bhāratī', 'Khaḍgī', 'Sarasvatī']
""Graha (Planet)"": ['Budha ( Mercury )', 'Maṅgala (Mars)', 'Sūrya (Sun)', 'Śani (Saturn)', 'Bṛhaspati (Jupiter)', 'Śukra (Venus)', 'Candra (Moon)', 'Rāhu (North Lunar Node )', 'Ketu (South Lunar Node )']
""Guardian Mātṛkā"": ['Kumārī', 'Varahi', 'Aindri', 'Varuṇī', 'Māheśvarī', 'Meṣavāhinī', 'Mṛgavāhinī', 'Khaḍgadhāriṇī', 'Brahmāni']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What weapon is used by the guardian whose consort is śacī?
    SQL: ","SELECT ""Weapon"" FROM ""table"" WHERE ""Consort"" ILIKE 'Śacī'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Name"": ['Kubera', 'Yama', 'Indra', 'Varuṇa', 'Īśāna', 'Agni', 'Vāyu', 'Nirṛti (sometimes Rakṣasa )', 'Brahmā']
""Direction"": ['North', 'South', 'East', 'West', 'Northeast', 'Southeast', 'Northwest', 'Southwest', 'Zenith']
""Mantra"": ['Oṃ Śaṃ Kuberāya Namaḥ', 'Oṃ Maṃ Yamāya Namaḥ', 'Oṃ Laṃ Indrāya Namaḥ', 'Oṃ Vaṃ Varuṇāya Namaḥ', 'Oṃ Haṃ Īśānāya Namaḥ', 'Oṃ Raṃ Agnaye Namaḥ', 'Oṃ Yaṃ Vāyuve Namaḥ', 'Oṃ Kṣaṃ Rakṣasāya Namaḥ', 'Oṃ Hriṃ Brahmaṇe Namaḥ']
""Weapon"": ['Gadā (mace)', 'Daṇḍa (staff)', 'Vajra (thunderbolt)', 'Pāśa (noose)', 'Triśūla (trident)', 'Śakti (Spear)', 'Aṅkuśa (goad)', 'Khaḍga (sword)', 'Padma (lotus)']
""Consort"": ['Kuberajāyā', 'Yami', 'Śacī', 'Nalani', 'Pārvatī', 'Svāhā', 'Bhāratī', 'Khaḍgī', 'Sarasvatī']
""Graha (Planet)"": ['Budha ( Mercury )', 'Maṅgala (Mars)', 'Sūrya (Sun)', 'Śani (Saturn)', 'Bṛhaspati (Jupiter)', 'Śukra (Venus)', 'Candra (Moon)', 'Rāhu (North Lunar Node )', 'Ketu (South Lunar Node )']
""Guardian Mātṛkā"": ['Kumārī', 'Varahi', 'Aindri', 'Varuṇī', 'Māheśvarī', 'Meṣavāhinī', 'Mṛgavāhinī', 'Khaḍgadhāriṇī', 'Brahmāni']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What are the directions for the guardian whose weapon is khaḍga (sword)?
    SQL: ","SELECT ""Direction"" FROM ""table"" WHERE ""Weapon"" ILIKE 'Khaḍga (sword)'"
